customer_no,customer_name,recency,frequency,monetary,avg_order_value,customer_tenure,log_tenure,avg_gap,gap_std,gap_cv,min_gap,max_gap,median_gap,recency_gap_ratio,recent_orders,prior_orders,recent_revenue,prior_revenue,order_trend,revenue_trend,seasonality_cv,peak_quarter,orders_per_month,revenue_per_month,order_value_cv,is_churned,is_churned_relative,churn_label,churn_probability,risk_category,revenue_at_risk
CUST0010,East Enterprises,141,7,10217.830000000002,1459.6900000000003,1006,6.914730892718563,144.16666666666666,110.96020307599778,0.7696661485040309,2.0,276.0,169.5,0.9780346820809249,1,1,2012.69,1484.99,0.0,0.3553559283227497,0.5471012044321932,3,0.20874751491053678,304.7066600397615,0.5666590158831272,1,0,1,0.9279779826098734,Critical,9481.921270050645
CUST0011,Global Inc Inc,1,45,222681.00000000003,4948.466666666667,1031,6.939253946041508,23.40909090909091,20.721091582337944,0.8851728442940481,0.0,81.0,17.5,0.04271844660194175,9,7,15604.089999999998,37168.16,0.2857142857142857,-0.5801758817224206,0.18324913891634048,3,1.3094083414161009,6479.563530552862,1.371250191404126,0,0,0,0.0015357378204659971,Low,341.97963359918873
CUST0012,Premier Foods,44,3,13478.369999999999,4492.79,758,6.6320017773956295,357.0,179.60512242138307,0.5030955810122775,230.0,484.0,357.0,0.12324929971988796,1,1,9644.64,3400.59,0.0,1.8361666651963333,0.47140452079103173,4,0.1187335092348285,533.4447229551452,1.046537428189922,0,0,0,0.2033471935562274,Low,2740.788713212449
CUST0013,West Center & Water,7,40,198226.0,4955.65,1065,6.97166860472579,27.128205128205128,26.548049276319112,0.9786142927943718,1.0,126.0,19.0,0.2580340264650284,9,7,45558.729999999996,51074.66,0.2857142857142857,-0.10799739048678948,0.1414213562373095,2,1.1267605633802817,5583.830985915493,1.3733628774989743,0,0,0,0.003669724303760378,Low,727.4347698372047
CUST0014,Customer_0014,8,173,592425.95,3424.4274566473987,1059,6.966024187106113,6.1104651162790695,5.874367534845647,0.9613617659309718,0.0,28.0,4.0,1.3092293054234063,30,25,128491.5,100724.0,0.2,0.2756790834359239,0.14048343840892627,2,4.900849858356941,16782.604815864022,1.4424085540402298,0,0,0,0.12083091554794137,Low,71583.36993285893
CUST0015,Prime Solutions,7,28,147583.14,5270.8264285714295,1061,6.967909201801884,39.03703703703704,39.513854903625,1.0122144994287239,8.0,194.0,26.0,0.1793168880455408,5,4,41025.92999999999,39236.24,0.25,0.045613188215792216,0.45175395145262565,1,0.7917059377945335,4172.944580584354,1.3081684515406162,0,0,0,0.003014183914127819,Low,444.84272658447395
CUST0016,Global Associates Inc,372,3,5483.22,1827.74,973,6.881411303642535,300.5,277.8929650063132,0.9247686023504599,104.0,497.0,300.5,1.237936772046589,0,0,0.0,0.0,-1.0,-1.0,0.0,2,0.09249743062692704,169.06125385405963,1.7269443265100937,1,0,1,0.999990342238621,Critical,5483.167044369652
CUST0017,Elite Shop,184,2,2918.78,1459.39,460,6.133398042996649,276.0,0.0,0.0,276.0,276.0,276.0,0.6666666666666666,0,1,0.0,1017.07,-1.0,-1.0,0.0,2,0.13043478260869565,190.35521739130436,0.4286276751991362,1,0,1,0.9908602654077953,Critical,2892.1031254669647
CUST0018,Metro Express & Wholesale,58,36,214924.00999999995,5970.111388888888,1065,6.97166860472579,28.771428571428572,23.97558281728666,0.8333122131132404,2.0,93.0,19.0,2.0158887785501487,6,6,29706.170000000006,16975.739999999998,0.0,0.7499190020582319,0.2400274332743652,3,1.0140845070422535,6054.197464788731,1.728169531238352,0,1,1,0.5878192066413153,High,126336.46104637008
CUST0019,Customer_0019,65,13,64702.96,4977.15076923077,963,6.871091294610546,74.83333333333333,60.72416522624451,0.8114587780789912,5.0,246.0,65.5,0.8685968819599109,2,3,5645.179999999999,14399.920000000002,-0.3333333333333333,-0.6079714331746288,0.5254846546645948,2,0.40498442367601245,2015.668535825545,0.9748353341609765,0,0,0,0.3246254050650601,Medium,21004.224598908382
CUST0020,Valley Distribution,402,3,14979.16,4993.053333333333,945,6.852242569051878,271.5,266.5792565073284,0.9818757145757953,83.0,460.0,271.5,1.4806629834254144,0,0,0.0,0.0,-1.0,-1.0,0.0,2,0.09523809523809523,475.5288888888889,1.439572082707362,1,0,1,0.99999788257025,Critical,14979.128282680986
CUST0021,Blue Supply Inc,2,85,328252.0,3861.788235294118,1065,6.97166860472579,12.654761904761905,11.698516070676686,0.9244358889339996,0.0,45.0,8.5,0.15804327375352775,22,9,50455.64,35892.21,1.4444444444444444,0.40575461917781047,0.1857681456051296,3,2.3943661971830985,9246.535211267606,1.266487813933213,0,0,0,0.0017117209425661847,Low,561.8758228392353
CUST0022,Modern Outlet,37,34,150633.82,4430.406470588236,963,6.871091294610546,28.060606060606062,29.243524276687516,1.0421558327545226,2.0,125.0,17.0,1.3185745140388767,6,4,24520.93,9904.69,0.5,1.4756887898561186,0.28005601680560194,3,1.0591900311526479,4692.642367601246,1.8098630969154474,0,0,0,0.08759966614098537,Low,13195.472341541285
CUST0023,Central Center & Beverage,22,26,100633.65999999999,3870.525384615384,996,6.904750769961838,38.96,43.35654506530703,1.1128476659473057,1.0,147.0,22.0,0.5646817248459959,9,3,4236.7,17516.87,2.0,-0.7581360140253367,0.44411559168432757,3,0.7831325301204819,3031.134337349397,1.7985406762622047,0,0,0,0.002820578967218685,Low,283.84518479023626
CUST0024,Customer_0024,16,152,459156.58999999997,3020.767039473684,1065,6.97166860472579,6.947019867549669,7.042526137185148,1.0137478043040586,0.0,39.0,5.0,2.303145853193518,25,29,121232.77,69452.59999999998,-0.13793103448275862,0.7455468909731248,0.09846466807299846,1,4.28169014084507,12933.988450704224,1.390889531860512,0,1,1,0.7384639521352165,Critical,339070.5901003292
CUST0025,First Company,157,4,17019.31,4254.8275,565,6.338594078203183,136.0,164.83628241379384,1.2120314883367194,22.0,325.0,61.0,1.1544117647058822,1,1,4035.53,10301.62,0.0,-0.608262583943108,0.7071067811865476,2,0.21238938053097348,903.6801769911506,1.0197073936624046,1,0,1,0.9854319365149099,Critical,16771.371611447572
CUST0026,East Supply Inc,2,152,530274.3200000001,3488.6468421052637,1058,6.9650803456014065,6.993377483443709,7.1558802754487365,1.0232366681749614,0.0,39.0,5.0,0.28598484848484845,19,21,62946.40999999999,79810.47999999998,-0.09523809523809523,-0.2113014481306214,0.13069881075220474,3,4.310018903591683,15036.133837429114,1.8180744427750148,0,0,0,0.002741840857805199,Low,1453.9277964208688
CUST0027,Summit Goods,1,30,146677.04,4889.234666666667,997,6.905753276311464,34.3448275862069,26.701091285976855,0.7774414129451093,1.0,87.0,29.0,0.029116465863453816,9,6,21869.499999999996,11402.15,0.5,0.9180154619962022,0.25531389540169014,4,0.9027081243731193,4413.5518555667,1.678260212748508,0,0,0,0.000989648219271331,Low,145.1586714439898
CUST0028,Golden Plus & Group,15,133,358051.53,2692.1167669172933,1068,6.974478911025045,7.9772727272727275,7.754305289351968,0.9720496659016712,0.0,50.0,6.0,1.8803418803418803,23,28,43471.39000000001,90665.07,-0.17857142857142858,-0.5205276960575886,0.14605315573266633,1,3.735955056179775,10057.627247191012,1.7030199987131345,0,0,0,0.32744382423893764,Medium,117241.76225780272
CUST0029,Customer_0029,2,69,229201.08,3321.7547826086957,1060,6.966967138613983,15.558823529411764,14.547279945719735,0.9349858566247089,0.0,58.0,13.0,0.1285444234404537,11,12,35338.9,32775.39,-0.08333333333333333,0.07821447738684428,0.09900435522666279,1,1.9528301886792452,6486.823018867924,1.4748054122555365,0,0,0,0.002086403603987828,Low,478.2059593499025
CUST0030,West Enterprises,8,104,427516.99,4110.7402884615385,1044,6.951772164398911,10.058252427184467,10.772901044567705,1.0710509725776771,0.0,46.0,7.0,0.7953667953667953,18,20,32404.66,84079.74,-0.1,-0.6145960965150463,0.23289618108442245,3,2.988505747126437,12284.970977011495,1.2296324698864183,0,0,0,0.022625653011458392,Low,9672.851072243127
CUST0031,Global Distribution LLC,5,243,845055.9299999999,3477.596419753086,1067,6.97354301952014,4.3884297520661155,4.662682968190067,1.0624946123370962,0.0,24.0,3.0,1.1393596986817327,49,44,154979.32,125579.45,0.11363636363636363,0.2341137025205956,0.14310893120159093,3,6.83223992502343,23759.773102155574,1.416502913571725,0,0,0,0.124009690179803,Low,104795.12406390528
CUST0032,National Depot,63,15,22553.27,1503.5513333333333,1012,6.920671504248683,67.78571428571429,64.4278709057699,0.9504638489786917,4.0,208.0,40.0,0.929399367755532,4,4,13894.16,2676.94,0.0,4.190314314104911,0.4554200340426488,3,0.44466403162055335,668.5751976284585,1.2024550781629997,0,0,0,0.239592488879514,Low,5403.594091671677
CUST0033,Prime Center & Distribution,3,192,757385.7000000001,3944.7171875000004,1068,6.974478911025045,5.575916230366492,6.477755140178085,1.1617382457971965,0.0,55.0,3.0,0.5380281690140845,28,27,94960.69999999998,111826.36000000002,0.037037037037037035,-0.1508200749805326,0.1453364551142802,1,5.393258426966292,21274.879213483146,1.6055152427600048,0,0,0,0.009893483375412569,Low,7493.182831725212
CUST0034,Customer_0034,7,38,111826.8,2942.8105263157895,1036,6.9440872082295275,27.81081081081081,26.841963247702115,0.9651629156122238,1.0,107.0,20.0,0.25170068027210885,5,10,2987.04,45342.67,-0.5,-0.9341229795245847,0.3272764580031163,4,1.1003861003861004,3238.2277992277996,1.3383164515003034,0,0,0,0.004494043430952665,Low,502.55449594445747
CUST0035,Modern Industries,45,28,119460.12000000001,4266.432857142858,1024,6.932447891572509,36.25925925925926,31.661178111848574,0.8731887732583365,1.0,115.0,35.0,1.2410623084780388,8,3,18102.269999999997,1729.82,1.6666666666666667,9.464828710501669,0.34992710611188255,3,0.8203125,3499.8082031250005,1.2162739060773835,0,0,0,0.08625059665632896,Low,10303.506626636658
CUST0036,Modern Supply Inc,24,24,147724.05,6155.16875,1046,6.953684210870537,44.43478260869565,36.26396419056015,0.8161166109421562,0.0,136.0,34.0,0.5401174168297457,4,1,3662.6300000000006,286.6,3.0,11.779588276343336,0.23570226039551587,1,0.6883365200764818,4236.827437858508,2.7667183901397188,0,0,0,0.000379980591759813,Low,56.1322719361562
CUST0037,Elite Foods,3,42,220755.37999999998,5256.080476190476,998,6.906754778648554,24.26829268292683,25.532356325106292,1.0520870445521184,1.0,103.0,16.0,0.1236180904522613,10,7,19346.3,77964.97999999998,0.42857142857142855,-0.7518591039207603,0.3253000243161777,4,1.2625250501002003,6635.933266533066,2.0475750702785196,0,0,0,0.0007255183335051561,Low,160.16207540989745
CUST0038,United Plus & Group,201,5,40723.340000000004,8144.668000000001,947,6.854354502255021,186.5,88.89881888979178,0.47666927018655114,103.0,289.0,177.0,1.0777479892761395,0,2,0.0,12594.519999999999,-1.0,-1.0,0.282842712474619,2,0.1583949313621964,1290.0741288278775,0.9126788273308415,1,0,1,0.9905058004727445,Critical,40336.70448462374
CUST0039,Customer_0039,123,51,200421.90000000002,3929.841176470589,1061,6.967909201801884,18.76,17.88690091910267,0.9534595372656006,1.0,83.0,12.5,6.5565031982942426,3,13,1146.69,60352.049999999996,-0.7692307692307693,-0.9809999826020822,0.23420225970155445,3,1.4420358152686146,5666.971724787936,1.1889929760313094,1,1,1,0.9999999157401009,Critical,200421.88311247097
CUST0040,Coastal Group,2,36,182460.44999999998,5068.345833333333,935,6.8416154764775925,26.65714285714286,27.2903159479295,1.023752473930903,0.0,110.0,17.0,0.07502679528403,10,4,44737.0,28308.84,1.5,0.5803190805416258,0.6350528962771202,3,1.1550802139037433,5854.345989304812,1.2321559560471824,0,0,0,0.0009032721961617725,Low,164.81145138416525
CUST0041,Crystal Enterprises Corp,22,80,244589.87,3057.373375,1067,6.97354301952014,13.227848101265822,12.11160639273455,0.9156142631828034,0.0,56.0,10.0,1.6631578947368422,20,8,80068.17,9299.529999999999,1.5,7.609915769936761,0.3027650354097492,3,2.249297094657919,6876.9410496719765,1.3480498393871037,0,0,0,0.15538848772521321,Low,38006.45001220649
CUST0042,Elite Direct,11,92,316657.27,3441.926847826087,1064,6.970730078143525,11.571428571428571,11.596113196663842,1.0021332392178628,0.0,46.0,8.0,0.9506172839506173,19,17,91401.62,57051.51,0.11764705882352941,0.6020894100787164,0.1626807559466931,3,2.5939849624060147,8928.306484962406,1.7829374386951204,0,0,0,0.018736158222869986,Low,5932.940713142061
CUST0043,Heritage Sales & Distribution,14,49,276940.16,5651.839999999999,1062,6.968850378341948,21.833333333333332,20.2288327334739,0.9265114229072016,1.0,114.0,15.0,0.6412213740458016,11,8,56850.59,43275.880000000005,0.375,0.3136784277985795,0.3152824551362304,3,1.384180790960452,7823.16836158192,1.6541666123943441,0,0,0,0.007695404264619134,Low,2131.1664883083054
CUST0044,Customer_0044,23,16,107367.67,6710.479375,1065,6.97166860472579,69.46666666666667,84.6976696143125,1.2192562804363605,4.0,272.0,36.0,0.3310940499040307,6,2,88308.62999999999,66.81,2.0,1320.7876066457115,0.2041241452319315,1,0.4507042253521127,3024.4414084507043,2.083854266460633,0,0,0,0.0018857394881475872,Low,202.46745506939905
CUST0045,Central Solutions,3,14,11851.22,846.5157142857142,1026,6.934397209928558,78.6923076923077,80.59196053307117,1.0241402609285681,0.0,265.0,39.0,0.03812316715542522,1,2,996.26,2202.97,-0.5,-0.5477650626200085,0.6801360408136048,1,0.4093567251461988,346.52690058479527,0.8653043855547341,0,0,0,0.010233335329587466,Low,121.27750832471357
CUST0046,East Industries LLC,102,12,36151.58,3012.6316666666667,1036,6.9440872082295275,84.9090909090909,76.0624145625874,0.8958100216150552,9.0,239.0,79.0,1.2012847965738758,3,1,7603.43,0.03,2.0,253446.6666666667,0.7200822998230957,3,0.3474903474903475,1046.860424710425,1.3944239893544097,1,0,1,0.9933280489580105,Critical,35910.37842814944
CUST0047,Red Warehouse,106,6,8743.63,1457.2716666666665,974,6.882437470997847,173.6,129.35532459083393,0.7451343582421309,32.0,362.0,122.0,0.6105990783410138,1,2,1.9,5673.93,-0.5,-0.9996651351003626,0.38490017945975047,1,0.18480492813141683,269.31098562628335,1.2808376825130947,1,0,1,0.697551360481114,High,6099.131002043482
CUST0048,Elite Sales & Inc,16,24,75541.80000000002,3147.5750000000007,1036,6.9440872082295275,44.34782608695652,41.88361438737346,0.9444344420682251,0.0,153.0,35.0,0.3607843137254902,5,6,21989.989999999998,19686.95,-0.16666666666666666,0.11698307762248582,0.36004114991154784,3,0.694980694980695,2187.5038610038614,1.3981032930468005,0,0,0,0.00837140444092505,Low,632.3909599954721
CUST0049,Customer_0049,9,15,34305.38,2287.025333333333,990,6.898714534329988,70.07142857142857,59.41440421792874,0.8479119868002063,2.0,191.0,52.0,0.12844036697247707,2,3,15258.45,1896.37,-0.3333333333333333,7.046135511529925,0.4554200340426488,1,0.45454545454545453,1039.5569696969696,1.2159649541274742,0,0,0,0.007600860724121515,Low,260.7504154680637
CUST0050,Premier Wholesale,1,178,752478.66,4227.408202247191,1065,6.97166860472579,6.011299435028248,6.5522278485372745,1.0899852717961445,0.0,36.0,4.0,0.16635338345864661,30,23,92709.40999999999,210230.48000000004,0.30434782608695654,-0.5590106153969683,0.12376563027609218,3,5.014084507042254,21196.581971830987,1.5406481710287483,0,0,0,0.0033219859291282374,Low,2499.7235204892713
CUST0051,Advanced Beverage LLC,7,43,153225.34999999998,3563.380232558139,1036,6.9440872082295275,24.5,26.430073410564052,1.0787785065536348,0.0,127.0,16.5,0.2857142857142857,11,7,38253.53,34354.21,0.5714285714285714,0.11350341049903345,0.4045887860682136,4,1.2451737451737452,4437.027509652509,1.5170310449989688,0,0,0,0.0024491663072494702,Low,375.2743646365076
CUST0052,Advanced Market,87,29,89692.50000000001,3092.8448275862074,1038,6.946013991099227,33.964285714285715,33.59396125502666,0.9890966510417945,0.0,110.0,24.0,2.5615141955835963,2,5,14845.57,16257.33,-0.6,-0.08683836767784134,0.20689655172413793,3,0.838150289017341,2592.268786127168,1.4208552090298407,0,1,1,0.9738603260058987,Critical,87347.96729028408
CUST0053,Superior Outlet & Partners,23,56,197616.15999999997,3528.8599999999997,1064,6.970730078143525,18.927272727272726,15.822925872447966,0.8359855167960021,0.0,65.0,13.0,1.2151777137367916,10,9,19100.94,47920.20999999999,0.1111111111111111,-0.6014011624740375,0.25421614885788835,3,1.5789473684210527,5571.884210526315,1.5174032259953332,0,0,0,0.06581602810185036,Low,13006.310739939756
CUST0054,Customer_0054,64,9,71175.79000000001,7908.421111111112,812,6.70073110954781,93.5,91.22499657440389,0.9756684125604694,6.0,251.0,78.5,0.6844919786096256,3,3,32776.229999999996,19599.75,0.0,0.6722779627291162,0.6666666666666666,4,0.33251231527093594,2629.6474137931036,1.1070516163824233,0,0,0,0.19149266017525285,Low,13629.641367175162
CUST0055,Elite Distribution,10,33,88469.71,2680.9003030303033,994,6.902742737158593,30.75,34.94050242451329,1.1362765016101883,3.0,171.0,24.5,0.3252032520325203,5,7,11679.51,9335.9,-0.2857142857142857,0.2510320376182265,0.3880681356019908,1,0.9959758551307847,2670.111971830986,1.2039455698653148,0,0,0,0.008543399505587575,Low,755.8320766734762
CUST0056,Metro Systems Corp,10,54,213125.78999999998,3946.7738888888885,1051,6.9584483932976555,19.641509433962263,19.136246657569302,0.9742757664276398,0.0,79.0,13.0,0.5091258405379443,8,6,35630.44,15610.449999999999,0.3333333333333333,1.2824735994157763,0.2601395988358701,2,1.5413891531874406,6083.514462416746,1.3531122030006977,0,0,0,0.006392639580002195,Low,1362.4363606732359
CUST0057,Silver Depot,23,48,252080.36999999997,5251.674375,1050,6.957497370876951,21.851063829787233,20.66711178934368,0.9458171899699639,0.0,78.0,14.0,1.0525803310613437,8,10,60959.36,30691.969999999998,-0.2,0.986166414211926,0.26352313834736496,3,1.3714285714285714,7202.296285714285,1.454181772754627,0,0,0,0.04609424849497724,Low,11619.455215485803
CUST0058,United Foods & Partners,17,32,80878.62,2527.456875,1038,6.946013991099227,32.935483870967744,30.46849245135152,0.925096244850046,1.0,112.0,21.0,0.5161606268364348,6,5,9541.65,6501.57,0.2,0.46759167401104657,0.27003086243366087,4,0.9248554913294798,2337.5323699421965,1.2760372282394687,0,0,0,0.011955689636521561,Low,966.9596789501654
CUST0059,Customer_0059,1,287,1186426.86,4133.89149825784,1066,6.9726062513017535,3.7237762237762237,3.9794111887812775,1.068649389663329,0.0,25.0,2.0,0.26854460093896715,47,41,222586.28999999998,161355.86,0.14634146341463414,0.3794744733782833,0.06863315541321327,4,8.076923076923077,33389.123639774865,1.4729316418437886,0,0,0,0.012602337641237396,Low,14951.751876353092
CUST0060,Classic Company,3,100,503839.00999999995,5038.3901,1060,6.966967138613983,10.676767676767676,11.90680501948385,1.1152069034332082,0.0,59.0,6.0,0.28098391674550616,27,16,231654.36000000002,55407.740000000005,0.6875,3.180902523726829,0.14966629547095767,3,2.830188679245283,14259.594622641507,1.883286212628516,0,0,0,0.001868814793003711,Low,941.5817951803446
CUST0061,Mountain Trading LLC,11,56,205671.81,3672.710892857143,1047,6.954638864880987,18.836363636363636,17.833347493622245,0.9467510735031115,0.0,88.0,15.0,0.583976833976834,15,6,31183.570000000003,5679.94,1.5,4.490123135103541,0.24743582965269675,3,1.6045845272206305,5893.175071633238,1.2866802245376878,0,0,0,0.00617305487666321,Low,1269.623369712649
CUST0062,Premier Direct,52,57,194551.44,3413.1831578947367,1057,6.964135612418245,17.946428571428573,23.359965475423696,1.3016498175360467,0.0,104.0,9.5,2.897512437810945,6,19,12234.14,77313.95000000001,-0.6842105263157895,-0.8417602515458077,0.32094556102952615,4,1.6177861873226111,5521.800567644276,1.3194591987649764,0,1,1,0.9598525708438757,Critical,186740.69984537803
CUST0063,East Goods & Trading,3,54,205143.9,3798.961111111111,1058,6.9650803456014065,19.90566037735849,23.137768118334645,1.1623712893570959,0.0,126.0,12.0,0.15071090047393365,5,8,21569.899999999998,19388.6,-0.375,0.11250425507772606,0.5625079382663959,1,1.5311909262759924,5816.934782608696,1.607347502261948,0,0,0,0.0013833900088921572,Low,283.79402164517177
CUST0064,Customer_0064,13,9,27100.93,3011.2144444444443,883,6.784457062637643,108.75,86.36591589609543,0.7941693415732913,31.0,271.0,72.0,0.11954022988505747,3,0,11091.02,0.0,1.0,1.0,0.42552315900281695,3,0.30577576443941107,920.7563986409966,1.1141794116079964,0,0,0,0.010919105539288073,Low,295.9179148828583
CUST0065,First Systems,9,21,66543.04000000001,3168.716190476191,1057,6.964135612418245,52.4,52.525081727935614,1.002387055876634,7.0,198.0,29.0,0.1717557251908397,4,5,27938.37,2864.4399999999996,-0.2,8.753519012442224,0.47619047619047616,1,0.5960264900662251,1888.6387890255442,1.4619749663976525,0,0,0,0.003986506081647101,Low,265.27423365128635
CUST0067,Crystal Depot,23,38,171039.32,4501.034736842105,1065,6.97166860472579,28.16216216216216,26.802273445770634,0.9517122048882087,0.0,113.0,22.0,0.8166986564299424,9,5,23768.550000000003,14302.88,0.8,0.6618016791023908,0.278500138006799,4,1.0704225352112675,4818.009014084507,1.2492121791824107,0,0,0,0.021621429814374597,Low,3698.1146528783574
CUST0068,Mountain Goods & Corp,4,53,158634.96000000002,2993.112452830189,1068,6.974478911025045,20.46153846153846,23.12918667005175,1.1303737846265896,0.0,128.0,13.0,0.1954887218045113,8,10,37353.53,17379.69,-0.2,1.1492633067678424,0.41509433962264153,1,1.4887640449438202,4456.038202247191,1.7446890740962013,0,0,0,0.0015571693264935268,Low,247.0214938215276
CUST0069,Customer_0069,59,8,66605.20999999999,8325.651249999999,1036,6.9440872082295275,139.57142857142858,103.49212070307115,0.741499329499998,2.0,266.0,146.0,0.42272262026612073,2,2,11102.06,41046.79,0.0,-0.7295267181672429,0.408248290463863,4,0.23166023166023167,1928.7222972972972,1.6232749520681782,0,0,0,0.04282148484292887,Low,2852.1339904750944
CUST0070,Summit Beverage,11,167,562503.9299999999,3368.2870059880233,1064,6.970730078143525,6.343373493975903,5.774251997126855,0.9102809416173391,0.0,35.0,5.0,1.7340930674264008,31,24,130037.40000000001,103554.82,0.2916666666666667,0.25573488515551474,0.12271797324502512,1,4.708646616541353,15860.073214285712,1.332390931299509,0,0,0,0.3877019521681379,Medium,218083.87176324957
CUST0071,Modern Supply LLC,4,129,427101.87,3310.8672093023256,1066,6.9726062513017535,8.296875,7.756490170417257,0.9348688717640384,0.0,41.0,6.0,0.4821092278719397,31,19,73644.68000000002,84414.78000000001,0.631578947368421,-0.1275854773299177,0.0639241182266304,1,3.630393996247655,12019.75243902439,1.7415345952822703,0,0,0,0.006283807355187482,Low,2683.8258721203274
CUST0072,United Shop,9,83,396456.88,4776.588915662651,1064,6.970730078143525,12.865853658536585,13.892676990185457,1.0798099651139408,0.0,55.0,7.5,0.6995260663507109,13,14,68760.65,51861.03,-0.07142857142857142,0.3258635626789517,0.08230482542939437,1,2.340225563909774,11178.295488721804,1.4838078356172233,0,0,0,0.012022883875065895,Low,4766.555029710935
CUST0073,Superior Sales & Associates,7,54,212065.55,3927.1398148148146,1064,6.970730078143525,19.943396226415093,22.7979546099574,1.1431330126090278,0.0,126.0,13.0,0.3509933774834437,13,8,27991.050000000003,20641.170000000002,0.625,0.3560786525182439,0.23030565563182256,3,1.5225563909774436,5979.29182330827,1.7266213724010968,0,0,0,0.0023682576111843444,Low,502.2258528574941
CUST0074,Customer_0074,5,117,556178.2300000001,4753.660085470086,1036,6.9440872082295275,8.887931034482758,9.310836652010375,1.0475820093435533,0.0,55.0,7.0,0.5625606207565471,23,23,79170.96,86426.06,0.0,-0.08394574506809627,0.13781637176578718,2,3.388030888030888,16105.547200772204,1.615733378689535,0,0,0,0.008736623139298605,Low,4859.119593792142
